,county,original_tweet,tweets_list,tweet_str,tweet_slice,tweet_text,UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20,12/4/20,12/5/20,12/6/20,12/7/20,12/8/20,12/9/20,12/10/20,12/11/20,12/12/20,12/13/20,12/14/20,12/15/20,12/16/20,12/17/20,12/18/20,12/19/20,12/20/20,12/21/20,12/22/20,12/23/20,12/24/20,12/25/20,12/26/20,12/27/20,12/28/20,12/29/20,12/30/20,12/31/20,1/1/21,1/2/21,1/3/21,1/4/21,1/5/21,1/6/21,1/7/21,1/8/21,1/9/21,1/10/21,1/11/21,1/12/21,1/13/21,1/14/21,1/15/21,1/16/21,1/17/21,1/18/21,1/19/21,1/20/21,1/21/21,1/22/21,1/23/21,1/24/21,1/25/21,1/26/21,1/27/21,1/28/21,1/29/21,1/30/21,1/31/21,2/1/21,2/2/21,2/3/21,2/4/21,2/5/21,2/6/21,2/7/21,2/8/21,2/9/21,2/10/21,2/11/21,2/12/21,2/13/21,2/14/21,2/15/21,2/16/21,2/17/21,2/18/21,2/19/21,2/20/21,2/21/21,2/22/21,2/23/21,2/24/21,2/25/21,2/26/21,2/27/21,2/28/21,3/1/21,3/2/21,3/3/21,3/4/21,3/5/21,3/6/21,3/7/21,3/8/21,3/9/21,3/10/21,3/11/21,3/12/21,3/13/21,3/14/21,3/15/21,3/16/21
0,County of San Francisco CA,"['If you live in supportive housing, you are probably disabled enough to get the vaccine (or may be eligible in other ways). Go out and get your vaccine so our mask-free non-distanced future can come sooner. https://t.co/zBsyD6VOvw']","['If you live in supportive housing, you are probably disabled enough to get the vaccine (or may be eligible in other ways). Go out and get your vaccine so our mask-free non-distanced future can come sooner. https://t.co/zBsyD6VOvw'
 '@robini71 @technolass I have mask fatigue and still after all this time hatred and anxiety traveling with and wearing them. Until mask free can be promised I’m just done pretending I’m interested.'
 'Why COVID-19 vaccines could make us mask-free https://t.co/qWAQiZsJWX'
 'Why COVID-19 vaccines could make us mask-free https://t.co/xHjDwTVEeg'
 'Why COVID-19 vaccines could make us mask-free https://t.co/2gYfKCKW3k'
 'Why COVID-19 vaccines could make us mask-free https://t.co/WKi6LDdES7'
 'Why COVID-19 vaccines could make us mask-free https://t.co/SlpJfdc6qI'
 'Why COVID-19 vaccines could make us mask-free https://t.co/YwHKfNqHzO'
 'Why COVID-19 vaccines could make us mask-free https://t.co/CylC30wpTG'
 'Happy Birthday to our co-founder Heather (left) who inspired the creation of {510} Families by asking “What do I do with this baby all day?” 👶🏻 \n\nHeather, I ♥️ you and can’t wait to take mask-free chest-to-chest photos with you in this next circle around… https://t.co/iwA4DNmouw https://t.co/pjxmheVex1'
 '@AlecMacGillis Flawed framing from the start. It was people who followed a cult leader who wanted to go mask free, not populists.'
 ""@Knox64Knox The mask mandates WILL end. Have some faith in that! I know it may seem like many people want to cling to them forever, but they won't be here forever. Also you could look into moving to a mask-free state for now.🤗""
 ""Fox News rouses mask-free Texans at '100% capacity' diner: 'Think for yourself like Rush Limbaugh wanted' https://t.co/znsUkjUvMG""
 'And here is what happens, Charlotte, after all that mask free, no social distancing partying in the times of Covid 19.\n\nHope you go to heaven and not hell. https://t.co/Gm06Cad2p4 https://t.co/GL5yoRML7C'
 'Another reason why #istandwithgavinnewsom:#California sport venues are only allowing limited capacities upon reopening with mandatory masks😷;while in the #maskfree #peoplesrepublicoftexas,full-capacity @rangers home games are #superspreaders waiting to happen.😬 #WearAMask'
 '@donnalove0 Love it for you, but not me sister! I am OVER it. This masked Resister years to be mask free.'
 'Gonna wait till like mid-August and tweet ""dang ... it has now been a full year since I went to a mask-free indoor family reunion with my oldest relatives”']","['If you live in supportive housing, you are probably disabled enough to get the vaccine (or may be eligible in other ways). Go out and get your vaccine so our mask-free non-distanced future can come sooner. https://t.co/zBsyD6VOvw']",bly disabled enough to get the vaccine (or may be eligible in other ways). Go out and get your vaccine so our mask-free non-distanced future can come sooner. https://t.co/zBsyD6VOvw'],'if you live in supportive housing you are probably disabled enough to get the vaccine (or may be eligible in other ways) go out and get your vaccine so our mask-free non-distanced future can come sooner ,84006075,US,USA,840,6075.0,San Francisco,California,US,37.75215114,-122.4385672,"San Francisco, California, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,9,14,14,18,23,28,28,40,43,51,70,76,84,108,131,152,178,223,279,308,340,374,397,434,450,497,529,568,583,622,676,724,797,857,872,957,987,1013,1019,1058,1137,1157,1216,1231,1233,1302,1340,1354,1408,1424,1468,1490,1499,1523,1543,1602,1624,1728,1754,1806,1853,1891,1943,1954,1977,1994,1999,2026,2054,2091,2131,2179,2185,2198,2320,2350,2367,2386,2399,2408,2437,2473,2532,2588,2570,2587,2613,2644,2698,2712,2747,2779,2793,2809,2840,2878,2906,2928,2952,2971,2982,3020,3057,3058,3058,3185,3219,3249,3297,3400,3468,3512,3561,3603,3648,3719,3776,3776,3776,3992,4020,4071,4145,4316,4426,4522,4590,4640,4696,4860,4975,5116,5202,5305,5363,5459,5564,5679,5787,5932,6022,6065,6197,6423,6575,6723,6811,6916,6989,7081,7228,7326,7432,7548,7623,7692,7834,7944,8053,8157,8292,8346,8427,8528,8611,8702,8791,8871,8936,8981,9060,9149,9215,9349,9428,9494,9544,9617,9696,9755,9839,9915,9979,9979,10074,10120,10188,10263,10302,10378,10430,10490,10569,10640,10696,10745,10807,10865,10901,10946,11038,11076,11143,11195,11238,11275,11332,11360,11414,11475,11480,11505,11533,11551,11608,11620,11663,11666,11691,11712,11783,11808,11840,11877,11901,11937,11969,12000,12032,12069,12103,12152,12189,12241,12277,12320,12399,12454,12508,12554,12599,12666,12753,12860,12980,13081,13139,13210,13308,13404,13516,13665,13757,13847,13952,14057,14251,14327,14445,14542,14662,14874,15053,15156,15377,15450,15571,15639,15797,16058,16236,16499,16786,17107,17220,17384,17628,17945,18246,18413,18686,18904,19283,19624,19939,20315,20643,20937,21086,21232,21498,21830,22130,22319,22514,22726,22996,23224,23740,24145,24414,24588,24753,24989,25424,25885,26378,26708,27054,27264,27531,27863,28200,28574,28853,29139,29321,29502,29665,29801,30027,30308,30559,30734,30874,31082,31193,31294,31427,31563,31703,31788,31983,32116,32229,32437,32609,32679,32782,32955,33076,33179,33291,33374,33454,33491,33558,33650,33746,33820,33891,33947,33994,34061,34138,34213,34260,34291,34318,34387,34443,34480,34526,34560,34594,34634,34654,34688,34722,34758,34784,34810,34820
1,County of San Francisco CA,['@robini71 @technolass I have mask fatigue and still after all this time hatred and anxiety traveling with and wearing them. Until mask free can be promised I’m just done pretending I’m interested.'],"['If you live in supportive housing, you are probably disabled enough to get the vaccine (or may be eligible in other ways). Go out and get your vaccine so our mask-free non-distanced future can come sooner. https://t.co/zBsyD6VOvw'
 '@robini71 @technolass I have mask fatigue and still after all this time hatred and anxiety traveling with and wearing them. Until mask free can be promised I’m just done pretending I’m interested.'
 'Why COVID-19 vaccines could make us mask-free https://t.co/qWAQiZsJWX'
 'Why COVID-19 vaccines could make us mask-free https://t.co/xHjDwTVEeg'
 'Why COVID-19 vaccines could make us mask-free https://t.co/2gYfKCKW3k'
 'Why COVID-19 vaccines could make us mask-free https://t.co/WKi6LDdES7'
 'Why COVID-19 vaccines could make us mask-free https://t.co/SlpJfdc6qI'
 'Why COVID-19 vaccines could make us mask-free https://t.co/YwHKfNqHzO'
 'Why COVID-19 vaccines could make us mask-free https://t.co/CylC30wpTG'
 'Happy Birthday to our co-founder Heather (left) who inspired the creation of {510} Families by asking “What do I do with this baby all day?” 👶🏻 \n\nHeather, I ♥️ you and can’t wait to take mask-free chest-to-chest photos with you in this next circle around… https://t.co/iwA4DNmouw https://t.co/pjxmheVex1'
 '@AlecMacGillis Flawed framing from the start. It was people who followed a cult leader who wanted to go mask free, not populists.'
 ""@Knox64Knox The mask mandates WILL end. Have some faith in that! I know it may seem like many people want to cling to them forever, but they won't be here forever. Also you could look into moving to a mask-free state for now.🤗""
 ""Fox News rouses mask-free Texans at '100% capacity' diner: 'Think for yourself like Rush Limbaugh wanted' https://t.co/znsUkjUvMG""
 'And here is what happens, Charlotte, after all that mask free, no social distancing partying in the times of Covid 19.\n\nHope you go to heaven and not hell. https://t.co/Gm06Cad2p4 https://t.co/GL5yoRML7C'
 'Another reason why #istandwithgavinnewsom:#California sport venues are only allowing limited capacities upon reopening with mandatory masks😷;while in the #maskfree #peoplesrepublicoftexas,full-capacity @rangers home games are #superspreaders waiting to happen.😬 #WearAMask'
 '@donnalove0 Love it for you, but not me sister! I am OVER it. This masked Resister years to be mask free.'
 'Gonna wait till like mid-August and tweet ""dang ... it has now been a full year since I went to a mask-free indoor family reunion with my oldest relatives”']",['@robini71 @technolass I have mask fatigue and still after all this time hatred and anxiety traveling with and wearing them. Until mask free can be promised I’m just done pretending I’m interested.'],ill after all this time hatred and anxiety traveling with and wearing them. Until mask free can be promised I’m just done pretending I’m interested.'],'robini technolass i have mask fatigue and still after all this time hatred and anxiety traveling with and wearing them until mask free can be promised im just done pretending im interested'],84006075,US,USA,840,6075.0,San Francisco,California,US,37.75215114,-122.4385672,"San Francisco, California, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,9,14,14,18,23,28,28,40,43,51,70,76,84,108,131,152,178,223,279,308,340,374,397,434,450,497,529,568,583,622,676,724,797,857,872,957,987,1013,1019,1058,1137,1157,1216,1231,1233,1302,1340,1354,1408,1424,1468,1490,1499,1523,1543,1602,1624,1728,1754,1806,1853,1891,1943,1954,1977,1994,1999,2026,2054,2091,2131,2179,2185,2198,2320,2350,2367,2386,2399,2408,2437,2473,2532,2588,2570,2587,2613,2644,2698,2712,2747,2779,2793,2809,2840,2878,2906,2928,2952,2971,2982,3020,3057,3058,3058,3185,3219,3249,3297,3400,3468,3512,3561,3603,3648,3719,3776,3776,3776,3992,4020,4071,4145,4316,4426,4522,4590,4640,4696,4860,4975,5116,5202,5305,5363,5459,5564,5679,5787,5932,6022,6065,6197,6423,6575,6723,6811,6916,6989,7081,7228,7326,7432,7548,7623,7692,7834,7944,8053,8157,8292,8346,8427,8528,8611,8702,8791,8871,8936,8981,9060,9149,9215,9349,9428,9494,9544,9617,9696,9755,9839,9915,9979,9979,10074,10120,10188,10263,10302,10378,10430,10490,10569,10640,10696,10745,10807,10865,10901,10946,11038,11076,11143,11195,11238,11275,11332,11360,11414,11475,11480,11505,11533,11551,11608,11620,11663,11666,11691,11712,11783,11808,11840,11877,11901,11937,11969,12000,12032,12069,12103,12152,12189,12241,12277,12320,12399,12454,12508,12554,12599,12666,12753,12860,12980,13081,13139,13210,13308,13404,13516,13665,13757,13847,13952,14057,14251,14327,14445,14542,14662,14874,15053,15156,15377,15450,15571,15639,15797,16058,16236,16499,16786,17107,17220,17384,17628,17945,18246,18413,18686,18904,19283,19624,19939,20315,20643,20937,21086,21232,21498,21830,22130,22319,22514,22726,22996,23224,23740,24145,24414,24588,24753,24989,25424,25885,26378,26708,27054,27264,27531,27863,28200,28574,28853,29139,29321,29502,29665,29801,30027,30308,30559,30734,30874,31082,31193,31294,31427,31563,31703,31788,31983,32116,32229,32437,32609,32679,32782,32955,33076,33179,33291,33374,33454,33491,33558,33650,33746,33820,33891,33947,33994,34061,34138,34213,34260,34291,34318,34387,34443,34480,34526,34560,34594,34634,34654,34688,34722,34758,34784,34810,34820
2,County of San Francisco CA,['Why COVID-19 vaccines could make us mask-free https://t.co/qWAQiZsJWX'],"['If you live in supportive housing, you are probably disabled enough to get the vaccine (or may be eligible in other ways). Go out and get your vaccine so our mask-free non-distanced future can come sooner. https://t.co/zBsyD6VOvw'
 '@robini71 @technolass I have mask fatigue and still after all this time hatred and anxiety traveling with and wearing them. Until mask free can be promised I’m just done pretending I’m interested.'
 'Why COVID-19 vaccines could make us mask-free https://t.co/qWAQiZsJWX'
 'Why COVID-19 vaccines could make us mask-free https://t.co/xHjDwTVEeg'
 'Why COVID-19 vaccines could make us mask-free https://t.co/2gYfKCKW3k'
 'Why COVID-19 vaccines could make us mask-free https://t.co/WKi6LDdES7'
 'Why COVID-19 vaccines could make us mask-free https://t.co/SlpJfdc6qI'
 'Why COVID-19 vaccines could make us mask-free https://t.co/YwHKfNqHzO'
 'Why COVID-19 vaccines could make us mask-free https://t.co/CylC30wpTG'
 'Happy Birthday to our co-founder Heather (left) who inspired the creation of {510} Families by asking “What do I do with this baby all day?” 👶🏻 \n\nHeather, I ♥️ you and can’t wait to take mask-free chest-to-chest photos with you in this next circle around… https://t.co/iwA4DNmouw https://t.co/pjxmheVex1'
 '@AlecMacGillis Flawed framing from the start. It was people who followed a cult leader who wanted to go mask free, not populists.'
 ""@Knox64Knox The mask mandates WILL end. Have some faith in that! I know it may seem like many people want to cling to them forever, but they won't be here forever. Also you could look into moving to a mask-free state for now.🤗""
 ""Fox News rouses mask-free Texans at '100% capacity' diner: 'Think for yourself like Rush Limbaugh wanted' https://t.co/znsUkjUvMG""
 'And here is what happens, Charlotte, after all that mask free, no social distancing partying in the times of Covid 19.\n\nHope you go to heaven and not hell. https://t.co/Gm06Cad2p4 https://t.co/GL5yoRML7C'
 'Another reason why #istandwithgavinnewsom:#California sport venues are only allowing limited capacities upon reopening with mandatory masks😷;while in the #maskfree #peoplesrepublicoftexas,full-capacity @rangers home games are #superspreaders waiting to happen.😬 #WearAMask'
 '@donnalove0 Love it for you, but not me sister! I am OVER it. This masked Resister years to be mask free.'
 'Gonna wait till like mid-August and tweet ""dang ... it has now been a full year since I went to a mask-free indoor family reunion with my oldest relatives”']",['Why COVID-19 vaccines could make us mask-free https://t.co/qWAQiZsJWX'],tps://t.co/qWAQiZsJWX'],'why covid- vaccines could make us mask-free ,84006075,US,USA,840,6075.0,San Francisco,California,US,37.75215114,-122.4385672,"San Francisco, California, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,9,14,14,18,23,28,28,40,43,51,70,76,84,108,131,152,178,223,279,308,340,374,397,434,450,497,529,568,583,622,676,724,797,857,872,957,987,1013,1019,1058,1137,1157,1216,1231,1233,1302,1340,1354,1408,1424,1468,1490,1499,1523,1543,1602,1624,1728,1754,1806,1853,1891,1943,1954,1977,1994,1999,2026,2054,2091,2131,2179,2185,2198,2320,2350,2367,2386,2399,2408,2437,2473,2532,2588,2570,2587,2613,2644,2698,2712,2747,2779,2793,2809,2840,2878,2906,2928,2952,2971,2982,3020,3057,3058,3058,3185,3219,3249,3297,3400,3468,3512,3561,3603,3648,3719,3776,3776,3776,3992,4020,4071,4145,4316,4426,4522,4590,4640,4696,4860,4975,5116,5202,5305,5363,5459,5564,5679,5787,5932,6022,6065,6197,6423,6575,6723,6811,6916,6989,7081,7228,7326,7432,7548,7623,7692,7834,7944,8053,8157,8292,8346,8427,8528,8611,8702,8791,8871,8936,8981,9060,9149,9215,9349,9428,9494,9544,9617,9696,9755,9839,9915,9979,9979,10074,10120,10188,10263,10302,10378,10430,10490,10569,10640,10696,10745,10807,10865,10901,10946,11038,11076,11143,11195,11238,11275,11332,11360,11414,11475,11480,11505,11533,11551,11608,11620,11663,11666,11691,11712,11783,11808,11840,11877,11901,11937,11969,12000,12032,12069,12103,12152,12189,12241,12277,12320,12399,12454,12508,12554,12599,12666,12753,12860,12980,13081,13139,13210,13308,13404,13516,13665,13757,13847,13952,14057,14251,14327,14445,14542,14662,14874,15053,15156,15377,15450,15571,15639,15797,16058,16236,16499,16786,17107,17220,17384,17628,17945,18246,18413,18686,18904,19283,19624,19939,20315,20643,20937,21086,21232,21498,21830,22130,22319,22514,22726,22996,23224,23740,24145,24414,24588,24753,24989,25424,25885,26378,26708,27054,27264,27531,27863,28200,28574,28853,29139,29321,29502,29665,29801,30027,30308,30559,30734,30874,31082,31193,31294,31427,31563,31703,31788,31983,32116,32229,32437,32609,32679,32782,32955,33076,33179,33291,33374,33454,33491,33558,33650,33746,33820,33891,33947,33994,34061,34138,34213,34260,34291,34318,34387,34443,34480,34526,34560,34594,34634,34654,34688,34722,34758,34784,34810,34820
3,County of San Francisco CA,['Why COVID-19 vaccines could make us mask-free https://t.co/xHjDwTVEeg'],"['If you live in supportive housing, you are probably disabled enough to get the vaccine (or may be eligible in other ways). Go out and get your vaccine so our mask-free non-distanced future can come sooner. https://t.co/zBsyD6VOvw'
 '@robini71 @technolass I have mask fatigue and still after all this time hatred and anxiety traveling with and wearing them. Until mask free can be promised I’m just done pretending I’m interested.'
 'Why COVID-19 vaccines could make us mask-free https://t.co/qWAQiZsJWX'
 'Why COVID-19 vaccines could make us mask-free https://t.co/xHjDwTVEeg'
 'Why COVID-19 vaccines could make us mask-free https://t.co/2gYfKCKW3k'
 'Why COVID-19 vaccines could make us mask-free https://t.co/WKi6LDdES7'
 'Why COVID-19 vaccines could make us mask-free https://t.co/SlpJfdc6qI'
 'Why COVID-19 vaccines could make us mask-free https://t.co/YwHKfNqHzO'
 'Why COVID-19 vaccines could make us mask-free https://t.co/CylC30wpTG'
 'Happy Birthday to our co-founder Heather (left) who inspired the creation of {510} Families by asking “What do I do with this baby all day?” 👶🏻 \n\nHeather, I ♥️ you and can’t wait to take mask-free chest-to-chest photos with you in this next circle around… https://t.co/iwA4DNmouw https://t.co/pjxmheVex1'
 '@AlecMacGillis Flawed framing from the start. It was people who followed a cult leader who wanted to go mask free, not populists.'
 ""@Knox64Knox The mask mandates WILL end. Have some faith in that! I know it may seem like many people want to cling to them forever, but they won't be here forever. Also you could look into moving to a mask-free state for now.🤗""
 ""Fox News rouses mask-free Texans at '100% capacity' diner: 'Think for yourself like Rush Limbaugh wanted' https://t.co/znsUkjUvMG""
 'And here is what happens, Charlotte, after all that mask free, no social distancing partying in the times of Covid 19.\n\nHope you go to heaven and not hell. https://t.co/Gm06Cad2p4 https://t.co/GL5yoRML7C'
 'Another reason why #istandwithgavinnewsom:#California sport venues are only allowing limited capacities upon reopening with mandatory masks😷;while in the #maskfree #peoplesrepublicoftexas,full-capacity @rangers home games are #superspreaders waiting to happen.😬 #WearAMask'
 '@donnalove0 Love it for you, but not me sister! I am OVER it. This masked Resister years to be mask free.'
 'Gonna wait till like mid-August and tweet ""dang ... it has now been a full year since I went to a mask-free indoor family reunion with my oldest relatives”']",['Why COVID-19 vaccines could make us mask-free https://t.co/xHjDwTVEeg'],tps://t.co/xHjDwTVEeg'],'why covid- vaccines could make us mask-free ,84006075,US,USA,840,6075.0,San Francisco,California,US,37.75215114,-122.4385672,"San Francisco, California, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,9,14,14,18,23,28,28,40,43,51,70,76,84,108,131,152,178,223,279,308,340,374,397,434,450,497,529,568,583,622,676,724,797,857,872,957,987,1013,1019,1058,1137,1157,1216,1231,1233,1302,1340,1354,1408,1424,1468,1490,1499,1523,1543,1602,1624,1728,1754,1806,1853,1891,1943,1954,1977,1994,1999,2026,2054,2091,2131,2179,2185,2198,2320,2350,2367,2386,2399,2408,2437,2473,2532,2588,2570,2587,2613,2644,2698,2712,2747,2779,2793,2809,2840,2878,2906,2928,2952,2971,2982,3020,3057,3058,3058,3185,3219,3249,3297,3400,3468,3512,3561,3603,3648,3719,3776,3776,3776,3992,4020,4071,4145,4316,4426,4522,4590,4640,4696,4860,4975,5116,5202,5305,5363,5459,5564,5679,5787,5932,6022,6065,6197,6423,6575,6723,6811,6916,6989,7081,7228,7326,7432,7548,7623,7692,7834,7944,8053,8157,8292,8346,8427,8528,8611,8702,8791,8871,8936,8981,9060,9149,9215,9349,9428,9494,9544,9617,9696,9755,9839,9915,9979,9979,10074,10120,10188,10263,10302,10378,10430,10490,10569,10640,10696,10745,10807,10865,10901,10946,11038,11076,11143,11195,11238,11275,11332,11360,11414,11475,11480,11505,11533,11551,11608,11620,11663,11666,11691,11712,11783,11808,11840,11877,11901,11937,11969,12000,12032,12069,12103,12152,12189,12241,12277,12320,12399,12454,12508,12554,12599,12666,12753,12860,12980,13081,13139,13210,13308,13404,13516,13665,13757,13847,13952,14057,14251,14327,14445,14542,14662,14874,15053,15156,15377,15450,15571,15639,15797,16058,16236,16499,16786,17107,17220,17384,17628,17945,18246,18413,18686,18904,19283,19624,19939,20315,20643,20937,21086,21232,21498,21830,22130,22319,22514,22726,22996,23224,23740,24145,24414,24588,24753,24989,25424,25885,26378,26708,27054,27264,27531,27863,28200,28574,28853,29139,29321,29502,29665,29801,30027,30308,30559,30734,30874,31082,31193,31294,31427,31563,31703,31788,31983,32116,32229,32437,32609,32679,32782,32955,33076,33179,33291,33374,33454,33491,33558,33650,33746,33820,33891,33947,33994,34061,34138,34213,34260,34291,34318,34387,34443,34480,34526,34560,34594,34634,34654,34688,34722,34758,34784,34810,34820
