,county,original_tweet,tweets_list,date_tweeted,tweet_str,tweet_slice,tweet_text
0,Austin County TX,"['@tigerfan1975lsu @AmericanAir Thanks @AmericanAir ! Anyway we can get a badge or something to make sure everybody knows we ride with Kerry mask free all flight long? Please give us an idea of what it may look like so we know it’s authentic. Maybe add a barcode for scanning, just a thought.', '18-Mar-2021']","['@tigerfan1975lsu @AmericanAir Thanks @AmericanAir ! Anyway we can get a badge or something to make sure everybody knows we ride with Kerry mask free all flight long? Please give us an idea of what it may look like so we know it’s authentic. Maybe add a barcode for scanning, just a thought.'
 '18-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/eCl2AajWH8'
 '17-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnO7ipX @csuiteradio https://t.co/JrqHDgKWHG'
 '16-Mar-2021'
 '@ITHERETWEETER1 @katyekellyeand1 @MySwilly @SHOCKLORE1 @hellsoasis @DitseaYella @Promethiumband @HardlandRocks @ManeatGrass @KaiserCreation @sleepingisalice @CounterIntell14 @SilverbirdRock @CranberryMerch2 @A_and_D_Archive @3mindB Its Doctor visit today again. Now that Texas is mask free n completely open for bizzness I want to get a jump on testing. R u still Closed down'
 '16-Mar-2021'
 ""@DonaldJTrumpJr Please thank your dad for me since he is not here on twitter! Being a retired cop and an ex vet, I have my first shot of the Maderna Vaccine tomorrow morning at the VA Clinic in Austin, Texas. I'll be mask free tomorrow!""
 '16-Mar-2021'
 'Raw Story: Fully vaccinated but scared to remove your mask? Experts say getting back to a mask-free norm may take time for some.\nhttps://t.co/v3pZrjIMGS\n\nvia @GoogleNews'
 '15-Mar-2021'
 '@LevDoctor @StateFarmStdm @LivingstonLD22 Well, no, they can still pass the virus on to others and the vaccine doesn’t kick in right away, but it is a big move closer to mask free'
 '15-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnO7ipX @csuiteradio https://t.co/nqehroicnR'
 '15-Mar-2021'
 'Fully vaccinated but scared to remove your mask? Experts say getting back to a mask-free norm may take time for some https://t.co/M3APtAPlAh https://t.co/swXQH3sbMw'
 '15-Mar-2021'
 ""Here's today's poll question from Houston's Morning News. https://t.co/JmZMW7fzJa""
 '15-Mar-2021'
 'The mainstream media has portrayed Texas negatively for lifting COVID restrictions and mask mandates. Did you see more people going mask free this past weekend?'
 '15-Mar-2021'
 'He’s  criminal crazy- presently Galveston mask free out of control. https://t.co/Q6pW6OTy7k'
 '14-Mar-2021'
 'Shopped with my daughter mask free today and it was glorious. No one even gave us a second look. Saw some other barefaced shoppers too. But not nearly enough. People mask themselves. If you don’t want to wear one just take it off. It does nothing but muzzle.'
 '14-Mar-2021'
 'Why aren’t more employees speaking up? A regulatory sand box, DOJ and SEC enforcement. New pods, new events and the week’s top C&amp;E stories. All on This Week in FCPA, the Mast Free Texas edition.  https://t.co/8RJsnOoTOx @tfoxlaw @FCPA_Monitor @csuiteradio https://t.co/OMA7rnSRH0'
 '14-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/sgi2bDIgrI'
 '14-Mar-2021'
 '@TallTraveler1 @MindOfReese Thanks 😊 \n\nOh wow that’s pretty intense but at the same time good because at least they’re trying to keep everyone safe we live in Houston Texas right now where they have decided to let people walk around mask free smh it’s the worst we’re still choosing to wear our mask 😷🙌🏾'
 '14-Mar-2021'
 ""@BecksPrime I love you, but won't be returning until you allow mask free service in Texas.  #unmaskTexas""
 '14-Mar-2021'
 ""Keep at it sis!!! Who's ready for summer, traveling,  and a mask free world??\n.\n.\n.\n.\n#airbrushnails #texasnails #detroitnails #stimuluscheck #pappajoe #stimmi #nailtechlife #nailstencils @ Glam NailZ By Chloe https://t.co/T8HjtBp6nF""
 '14-Mar-2021'
 'Why aren’t more employees speaking up? A regulatory sand box, DOJ and SEC enforcement. New pods, new events and the week’s top C&amp;E stories. All on This Week in FCPA, the Mast Free Texas edition.  https://t.co/8RJsnO7ipX @tfoxlaw @FCPA_Monitor @csuiteradio https://t.co/2ILk8BjaIH'
 '13-Mar-2021'
 'About to hit the gym in #austintx #maskfree thank you @GovAbbott. @MayorAdler you are an idiot!'
 '13-Mar-2021'
 ""What were some of the week's top compliance and ethics story? Change in SEC enforcement philosophy? DOJ ramps up, 1st DFS cyber resolution. All on This Week in FCPA with @tfoxlaw @FCPA_Monitor @csuiteradio   https://t.co/8RJsnOoTOx https://t.co/5DVRrQArgc""
 '13-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/xcDDTDPr6V'
 '13-Mar-2021'
 ""This mask-free event was apparently at the AT&amp;T Conference Center in Austin this evening.\n\nIt's on the @UTAustin campus, which also requires masks inside university buildings. https://t.co/iZ3rKbOvoa""
 '13-Mar-2021'
 'What is the state of your DEI program? Compliance professionals trend younger and the wreckage of Solar Winds gets worse. All this and more on This Week in FCPA with @tfoxlaw @FCPA_Monitor.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/zwG4ku8pyt'
 '12-Mar-2021'
 'What is the state of your DEI program? Compliance professionals trend younger and the wreckage of Solar Winds gets worse. All this and more on This Week in FCPA with @tfoxlaw @FCPA_Monitor.  https://t.co/8RJsnO7ipX @csuiteradio https://t.co/JeQND4Dkke'
 '12-Mar-2021'
 'The Daily Beast: The Vaccine Is No Sure Thing—and Spring Break Could Kill Her.\nhttps://t.co/zFXmyHada4\n\nvia @GoogleNews'
 '12-Mar-2021'
 ""What were some of the week's top compliance and ethics story? Change in SEC enforcement philosophy? DOJ ramps up, 1st DFS cyber resolution. All on This Week in FCPA with @tfoxlaw @FCPA_Monitor @csuiteradio   https://t.co/8RJsnOoTOx https://t.co/mIT6HNPBdU""
 '12-Mar-2021'
 'This Week in FCPA-Episode 243 – the Mask Free Texas\xa0edition https://t.co/TwzYMfiVug'
 '12-Mar-2021'
 'Why aren’t more employees speaking up? A regulatory sand box, DOJ and SEC enforcement. New pods, new events and the week’s top C&amp;E stories. All on This Week in FCPA, the Mast Free Texas edition.  https://t.co/8RJsnOoTOx @tfoxlaw @FCPA_Monitor @csuiteradio https://t.co/oGAEFK0KUZ'
 '12-Mar-2021'
 'What is the state of your DEI program? Compliance professionals trend younger and the wreckage of Solar Winds gets worse. All this and more on This Week in FCPA with @tfoxlaw @FCPA_Monitor.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/HDA7Y9eGeR'
 '12-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/5IkngPrmK1'
 '12-Mar-2021'
 '@kathygriffin In Texas... not safe to be mask free and move on like there is no death by covid happening everyday.. so no will not be out bar hopping and eating in restaurants'
 '12-Mar-2021'
 ""Will get better for everyone and I so can't wait to be mask free😂😂 I'm tired of my glasses fogging up.. Lolo""
 '11-Mar-2021' 'in the mask free state' '11-Mar-2021'
 'The statewide mask mandate ended yesterday. Are businesses in your community still requiring masks? Which businesses are allowing customers to go mask-free?'
 '11-Mar-2021'
 'As the mask mandate ends, spring breakers at Texas beaches are taking the opportunity to party at crowded bars, mask-free.\u200b  https://t.co/XchccdhM82'
 '11-Mar-2021']",3/18/21,"['@tigerfan1975lsu @AmericanAir Thanks @AmericanAir ! Anyway we can get a badge or something to make sure everybody knows we ride with Kerry mask free all flight long? Please give us an idea of what it may look like so we know it’s authentic. Maybe add a barcode for scanning, just a thought.', '18-Mar-2021']","r ! Anyway we can get a badge or something to make sure everybody knows we ride with Kerry mask free all flight long? Please give us an idea of what it may look like so we know it’s authentic. Maybe add a barcode for scanning, just a thought.', '18-Mar-2021']",'tigerfanlsu americanair thanks americanair  anyway we can get a badge or something to make sure everybody knows we ride with kerry mask free all flight long please give us an idea of what it may look like so we know its authentic maybe add a barcode for scanning just a thought' '-mar-']
0,Austin County TX,"['What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/eCl2AajWH8', '17-Mar-2021']","['@tigerfan1975lsu @AmericanAir Thanks @AmericanAir ! Anyway we can get a badge or something to make sure everybody knows we ride with Kerry mask free all flight long? Please give us an idea of what it may look like so we know it’s authentic. Maybe add a barcode for scanning, just a thought.'
 '18-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/eCl2AajWH8'
 '17-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnO7ipX @csuiteradio https://t.co/JrqHDgKWHG'
 '16-Mar-2021'
 '@ITHERETWEETER1 @katyekellyeand1 @MySwilly @SHOCKLORE1 @hellsoasis @DitseaYella @Promethiumband @HardlandRocks @ManeatGrass @KaiserCreation @sleepingisalice @CounterIntell14 @SilverbirdRock @CranberryMerch2 @A_and_D_Archive @3mindB Its Doctor visit today again. Now that Texas is mask free n completely open for bizzness I want to get a jump on testing. R u still Closed down'
 '16-Mar-2021'
 ""@DonaldJTrumpJr Please thank your dad for me since he is not here on twitter! Being a retired cop and an ex vet, I have my first shot of the Maderna Vaccine tomorrow morning at the VA Clinic in Austin, Texas. I'll be mask free tomorrow!""
 '16-Mar-2021'
 'Raw Story: Fully vaccinated but scared to remove your mask? Experts say getting back to a mask-free norm may take time for some.\nhttps://t.co/v3pZrjIMGS\n\nvia @GoogleNews'
 '15-Mar-2021'
 '@LevDoctor @StateFarmStdm @LivingstonLD22 Well, no, they can still pass the virus on to others and the vaccine doesn’t kick in right away, but it is a big move closer to mask free'
 '15-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnO7ipX @csuiteradio https://t.co/nqehroicnR'
 '15-Mar-2021'
 'Fully vaccinated but scared to remove your mask? Experts say getting back to a mask-free norm may take time for some https://t.co/M3APtAPlAh https://t.co/swXQH3sbMw'
 '15-Mar-2021'
 ""Here's today's poll question from Houston's Morning News. https://t.co/JmZMW7fzJa""
 '15-Mar-2021'
 'The mainstream media has portrayed Texas negatively for lifting COVID restrictions and mask mandates. Did you see more people going mask free this past weekend?'
 '15-Mar-2021'
 'He’s  criminal crazy- presently Galveston mask free out of control. https://t.co/Q6pW6OTy7k'
 '14-Mar-2021'
 'Shopped with my daughter mask free today and it was glorious. No one even gave us a second look. Saw some other barefaced shoppers too. But not nearly enough. People mask themselves. If you don’t want to wear one just take it off. It does nothing but muzzle.'
 '14-Mar-2021'
 'Why aren’t more employees speaking up? A regulatory sand box, DOJ and SEC enforcement. New pods, new events and the week’s top C&amp;E stories. All on This Week in FCPA, the Mast Free Texas edition.  https://t.co/8RJsnOoTOx @tfoxlaw @FCPA_Monitor @csuiteradio https://t.co/OMA7rnSRH0'
 '14-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/sgi2bDIgrI'
 '14-Mar-2021'
 '@TallTraveler1 @MindOfReese Thanks 😊 \n\nOh wow that’s pretty intense but at the same time good because at least they’re trying to keep everyone safe we live in Houston Texas right now where they have decided to let people walk around mask free smh it’s the worst we’re still choosing to wear our mask 😷🙌🏾'
 '14-Mar-2021'
 ""@BecksPrime I love you, but won't be returning until you allow mask free service in Texas.  #unmaskTexas""
 '14-Mar-2021'
 ""Keep at it sis!!! Who's ready for summer, traveling,  and a mask free world??\n.\n.\n.\n.\n#airbrushnails #texasnails #detroitnails #stimuluscheck #pappajoe #stimmi #nailtechlife #nailstencils @ Glam NailZ By Chloe https://t.co/T8HjtBp6nF""
 '14-Mar-2021'
 'Why aren’t more employees speaking up? A regulatory sand box, DOJ and SEC enforcement. New pods, new events and the week’s top C&amp;E stories. All on This Week in FCPA, the Mast Free Texas edition.  https://t.co/8RJsnO7ipX @tfoxlaw @FCPA_Monitor @csuiteradio https://t.co/2ILk8BjaIH'
 '13-Mar-2021'
 'About to hit the gym in #austintx #maskfree thank you @GovAbbott. @MayorAdler you are an idiot!'
 '13-Mar-2021'
 ""What were some of the week's top compliance and ethics story? Change in SEC enforcement philosophy? DOJ ramps up, 1st DFS cyber resolution. All on This Week in FCPA with @tfoxlaw @FCPA_Monitor @csuiteradio   https://t.co/8RJsnOoTOx https://t.co/5DVRrQArgc""
 '13-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/xcDDTDPr6V'
 '13-Mar-2021'
 ""This mask-free event was apparently at the AT&amp;T Conference Center in Austin this evening.\n\nIt's on the @UTAustin campus, which also requires masks inside university buildings. https://t.co/iZ3rKbOvoa""
 '13-Mar-2021'
 'What is the state of your DEI program? Compliance professionals trend younger and the wreckage of Solar Winds gets worse. All this and more on This Week in FCPA with @tfoxlaw @FCPA_Monitor.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/zwG4ku8pyt'
 '12-Mar-2021'
 'What is the state of your DEI program? Compliance professionals trend younger and the wreckage of Solar Winds gets worse. All this and more on This Week in FCPA with @tfoxlaw @FCPA_Monitor.  https://t.co/8RJsnO7ipX @csuiteradio https://t.co/JeQND4Dkke'
 '12-Mar-2021'
 'The Daily Beast: The Vaccine Is No Sure Thing—and Spring Break Could Kill Her.\nhttps://t.co/zFXmyHada4\n\nvia @GoogleNews'
 '12-Mar-2021'
 ""What were some of the week's top compliance and ethics story? Change in SEC enforcement philosophy? DOJ ramps up, 1st DFS cyber resolution. All on This Week in FCPA with @tfoxlaw @FCPA_Monitor @csuiteradio   https://t.co/8RJsnOoTOx https://t.co/mIT6HNPBdU""
 '12-Mar-2021'
 'This Week in FCPA-Episode 243 – the Mask Free Texas\xa0edition https://t.co/TwzYMfiVug'
 '12-Mar-2021'
 'Why aren’t more employees speaking up? A regulatory sand box, DOJ and SEC enforcement. New pods, new events and the week’s top C&amp;E stories. All on This Week in FCPA, the Mast Free Texas edition.  https://t.co/8RJsnOoTOx @tfoxlaw @FCPA_Monitor @csuiteradio https://t.co/oGAEFK0KUZ'
 '12-Mar-2021'
 'What is the state of your DEI program? Compliance professionals trend younger and the wreckage of Solar Winds gets worse. All this and more on This Week in FCPA with @tfoxlaw @FCPA_Monitor.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/HDA7Y9eGeR'
 '12-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/5IkngPrmK1'
 '12-Mar-2021'
 '@kathygriffin In Texas... not safe to be mask free and move on like there is no death by covid happening everyday.. so no will not be out bar hopping and eating in restaurants'
 '12-Mar-2021'
 ""Will get better for everyone and I so can't wait to be mask free😂😂 I'm tired of my glasses fogging up.. Lolo""
 '11-Mar-2021' 'in the mask free state' '11-Mar-2021'
 'The statewide mask mandate ended yesterday. Are businesses in your community still requiring masks? Which businesses are allowing customers to go mask-free?'
 '11-Mar-2021'
 'As the mask mandate ends, spring breakers at Texas beaches are taking the opportunity to party at crowded bars, mask-free.\u200b  https://t.co/XchccdhM82'
 '11-Mar-2021']",3/17/21,"['What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/eCl2AajWH8', '17-Mar-2021']"," stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/eCl2AajWH8', '17-Mar-2021']",'what are some of the top compliance  ethics stories from the past week in the only weekly wrap up of all things compliance  ethics fcpamonitor  tfoxlaw  review some of the top stories on this week in fcpa the mask free texas edition   csuiteradio  '-mar-']
0,Austin County TX,"['What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnO7ipX @csuiteradio https://t.co/JrqHDgKWHG', '16-Mar-2021']","['@tigerfan1975lsu @AmericanAir Thanks @AmericanAir ! Anyway we can get a badge or something to make sure everybody knows we ride with Kerry mask free all flight long? Please give us an idea of what it may look like so we know it’s authentic. Maybe add a barcode for scanning, just a thought.'
 '18-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/eCl2AajWH8'
 '17-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnO7ipX @csuiteradio https://t.co/JrqHDgKWHG'
 '16-Mar-2021'
 '@ITHERETWEETER1 @katyekellyeand1 @MySwilly @SHOCKLORE1 @hellsoasis @DitseaYella @Promethiumband @HardlandRocks @ManeatGrass @KaiserCreation @sleepingisalice @CounterIntell14 @SilverbirdRock @CranberryMerch2 @A_and_D_Archive @3mindB Its Doctor visit today again. Now that Texas is mask free n completely open for bizzness I want to get a jump on testing. R u still Closed down'
 '16-Mar-2021'
 ""@DonaldJTrumpJr Please thank your dad for me since he is not here on twitter! Being a retired cop and an ex vet, I have my first shot of the Maderna Vaccine tomorrow morning at the VA Clinic in Austin, Texas. I'll be mask free tomorrow!""
 '16-Mar-2021'
 'Raw Story: Fully vaccinated but scared to remove your mask? Experts say getting back to a mask-free norm may take time for some.\nhttps://t.co/v3pZrjIMGS\n\nvia @GoogleNews'
 '15-Mar-2021'
 '@LevDoctor @StateFarmStdm @LivingstonLD22 Well, no, they can still pass the virus on to others and the vaccine doesn’t kick in right away, but it is a big move closer to mask free'
 '15-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnO7ipX @csuiteradio https://t.co/nqehroicnR'
 '15-Mar-2021'
 'Fully vaccinated but scared to remove your mask? Experts say getting back to a mask-free norm may take time for some https://t.co/M3APtAPlAh https://t.co/swXQH3sbMw'
 '15-Mar-2021'
 ""Here's today's poll question from Houston's Morning News. https://t.co/JmZMW7fzJa""
 '15-Mar-2021'
 'The mainstream media has portrayed Texas negatively for lifting COVID restrictions and mask mandates. Did you see more people going mask free this past weekend?'
 '15-Mar-2021'
 'He’s  criminal crazy- presently Galveston mask free out of control. https://t.co/Q6pW6OTy7k'
 '14-Mar-2021'
 'Shopped with my daughter mask free today and it was glorious. No one even gave us a second look. Saw some other barefaced shoppers too. But not nearly enough. People mask themselves. If you don’t want to wear one just take it off. It does nothing but muzzle.'
 '14-Mar-2021'
 'Why aren’t more employees speaking up? A regulatory sand box, DOJ and SEC enforcement. New pods, new events and the week’s top C&amp;E stories. All on This Week in FCPA, the Mast Free Texas edition.  https://t.co/8RJsnOoTOx @tfoxlaw @FCPA_Monitor @csuiteradio https://t.co/OMA7rnSRH0'
 '14-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/sgi2bDIgrI'
 '14-Mar-2021'
 '@TallTraveler1 @MindOfReese Thanks 😊 \n\nOh wow that’s pretty intense but at the same time good because at least they’re trying to keep everyone safe we live in Houston Texas right now where they have decided to let people walk around mask free smh it’s the worst we’re still choosing to wear our mask 😷🙌🏾'
 '14-Mar-2021'
 ""@BecksPrime I love you, but won't be returning until you allow mask free service in Texas.  #unmaskTexas""
 '14-Mar-2021'
 ""Keep at it sis!!! Who's ready for summer, traveling,  and a mask free world??\n.\n.\n.\n.\n#airbrushnails #texasnails #detroitnails #stimuluscheck #pappajoe #stimmi #nailtechlife #nailstencils @ Glam NailZ By Chloe https://t.co/T8HjtBp6nF""
 '14-Mar-2021'
 'Why aren’t more employees speaking up? A regulatory sand box, DOJ and SEC enforcement. New pods, new events and the week’s top C&amp;E stories. All on This Week in FCPA, the Mast Free Texas edition.  https://t.co/8RJsnO7ipX @tfoxlaw @FCPA_Monitor @csuiteradio https://t.co/2ILk8BjaIH'
 '13-Mar-2021'
 'About to hit the gym in #austintx #maskfree thank you @GovAbbott. @MayorAdler you are an idiot!'
 '13-Mar-2021'
 ""What were some of the week's top compliance and ethics story? Change in SEC enforcement philosophy? DOJ ramps up, 1st DFS cyber resolution. All on This Week in FCPA with @tfoxlaw @FCPA_Monitor @csuiteradio   https://t.co/8RJsnOoTOx https://t.co/5DVRrQArgc""
 '13-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/xcDDTDPr6V'
 '13-Mar-2021'
 ""This mask-free event was apparently at the AT&amp;T Conference Center in Austin this evening.\n\nIt's on the @UTAustin campus, which also requires masks inside university buildings. https://t.co/iZ3rKbOvoa""
 '13-Mar-2021'
 'What is the state of your DEI program? Compliance professionals trend younger and the wreckage of Solar Winds gets worse. All this and more on This Week in FCPA with @tfoxlaw @FCPA_Monitor.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/zwG4ku8pyt'
 '12-Mar-2021'
 'What is the state of your DEI program? Compliance professionals trend younger and the wreckage of Solar Winds gets worse. All this and more on This Week in FCPA with @tfoxlaw @FCPA_Monitor.  https://t.co/8RJsnO7ipX @csuiteradio https://t.co/JeQND4Dkke'
 '12-Mar-2021'
 'The Daily Beast: The Vaccine Is No Sure Thing—and Spring Break Could Kill Her.\nhttps://t.co/zFXmyHada4\n\nvia @GoogleNews'
 '12-Mar-2021'
 ""What were some of the week's top compliance and ethics story? Change in SEC enforcement philosophy? DOJ ramps up, 1st DFS cyber resolution. All on This Week in FCPA with @tfoxlaw @FCPA_Monitor @csuiteradio   https://t.co/8RJsnOoTOx https://t.co/mIT6HNPBdU""
 '12-Mar-2021'
 'This Week in FCPA-Episode 243 – the Mask Free Texas\xa0edition https://t.co/TwzYMfiVug'
 '12-Mar-2021'
 'Why aren’t more employees speaking up? A regulatory sand box, DOJ and SEC enforcement. New pods, new events and the week’s top C&amp;E stories. All on This Week in FCPA, the Mast Free Texas edition.  https://t.co/8RJsnOoTOx @tfoxlaw @FCPA_Monitor @csuiteradio https://t.co/oGAEFK0KUZ'
 '12-Mar-2021'
 'What is the state of your DEI program? Compliance professionals trend younger and the wreckage of Solar Winds gets worse. All this and more on This Week in FCPA with @tfoxlaw @FCPA_Monitor.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/HDA7Y9eGeR'
 '12-Mar-2021'
 'What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnOoTOx @csuiteradio https://t.co/5IkngPrmK1'
 '12-Mar-2021'
 '@kathygriffin In Texas... not safe to be mask free and move on like there is no death by covid happening everyday.. so no will not be out bar hopping and eating in restaurants'
 '12-Mar-2021'
 ""Will get better for everyone and I so can't wait to be mask free😂😂 I'm tired of my glasses fogging up.. Lolo""
 '11-Mar-2021' 'in the mask free state' '11-Mar-2021'
 'The statewide mask mandate ended yesterday. Are businesses in your community still requiring masks? Which businesses are allowing customers to go mask-free?'
 '11-Mar-2021'
 'As the mask mandate ends, spring breakers at Texas beaches are taking the opportunity to party at crowded bars, mask-free.\u200b  https://t.co/XchccdhM82'
 '11-Mar-2021']",3/16/21,"['What are some of the top compliance &amp; ethics stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnO7ipX @csuiteradio https://t.co/JrqHDgKWHG', '16-Mar-2021']"," stories from the past week? In the only weekly wrap up of all things compliance &amp; ethics @FCPA_Monitor  @tfoxlaw  review some of the top stories on This Week in FCPA, the Mask Free Texas edition.  https://t.co/8RJsnO7ipX @csuiteradio https://t.co/JrqHDgKWHG', '16-Mar-2021']",'what are some of the top compliance  ethics stories from the past week in the only weekly wrap up of all things compliance  ethics fcpamonitor  tfoxlaw  review some of the top stories on this week in fcpa the mask free texas edition   csuiteradio  '-mar-']
